"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
17472,105,"IND","India",20,"Madhya Pradesh",300,"Sidhi","","","District","District"
17473,105,"IND","India",20,"Madhya Pradesh",301,"Tikamgarh","","","District","District"
17474,105,"IND","India",20,"Madhya Pradesh",302,"Ujjain","","","District","District"
17475,105,"IND","India",20,"Madhya Pradesh",303,"Umaria","","","District","District"
17476,105,"IND","India",20,"Madhya Pradesh",304,"Vidisha","","","District","District"
17477,105,"IND","India",20,"Madhya Pradesh",305,"West Nimar","","Khargone;Khargaon","District","District"
17478,105,"IND","India",21,"Maharashtra",306,"Ahmednagar","","Ahmadnagar","District","District"
17479,105,"IND","India",21,"Maharashtra",307,"Akola","","","District","District"
17480,105,"IND","India",21,"Maharashtra",308,"Amravati","","Amaravati, Amraoti, Amaraoti","District","District"
17481,105,"IND","India",21,"Maharashtra",309,"Aurangabad","","","District","District"
17482,105,"IND","India",21,"Maharashtra",310,"Bhandara","","","District","District"
17483,105,"IND","India",21,"Maharashtra",311,"Bid","","Bir|Beed|Bhir|Bidh","District","District"
17484,105,"IND","India",21,"Maharashtra",312,"Buldana","","","District","District"
17485,105,"IND","India",21,"Maharashtra",313,"Chandrapur","","Chanda","District","District"
17486,105,"IND","India",21,"Maharashtra",314,"Dhule","","Dhulia, West Khandesh","District","District"
17487,105,"IND","India",21,"Maharashtra",315,"Garhchiroli","","","District","District"
17488,105,"IND","India",21,"Maharashtra",316,"Gondiya","","","District","District"
17489,105,"IND","India",21,"Maharashtra",317,"Greater Bombay","","","District","District"
17490,105,"IND","India",21,"Maharashtra",318,"Hingoli","","","District","District"
17491,105,"IND","India",21,"Maharashtra",319,"Jalgaon","","East Khandesh","District","District"
17492,105,"IND","India",21,"Maharashtra",320,"Jalna","","","District","District"
17493,105,"IND","India",21,"Maharashtra",321,"Kolhapur","","","District","District"
17494,105,"IND","India",21,"Maharashtra",322,"Latur","","Kulaba, Kolaba, Kolabad","District","District"
17495,105,"IND","India",21,"Maharashtra",323,"Nagpur","","","District","District"
17496,105,"IND","India",21,"Maharashtra",324,"Nanded","","Nander","District","District"
17497,105,"IND","India",21,"Maharashtra",325,"Nandurbar","","","District","District"
17498,105,"IND","India",21,"Maharashtra",326,"Nashik","","Nasik","District","District"
17499,105,"IND","India",21,"Maharashtra",327,"Osmanabad","","","District","District"
17500,105,"IND","India",21,"Maharashtra",328,"Parbhani","","","District","District"
17501,105,"IND","India",21,"Maharashtra",329,"Pune","","Poona","District","District"
17502,105,"IND","India",21,"Maharashtra",330,"Raigarh","","Raygad","District","District"
17503,105,"IND","India",21,"Maharashtra",331,"Ratnagiri","","","District","District"
17504,105,"IND","India",21,"Maharashtra",332,"Sangli","","South Satara","District","District"
17505,105,"IND","India",21,"Maharashtra",333,"Satara","","North Satara","District","District"
17506,105,"IND","India",21,"Maharashtra",334,"Sindhudurg","","Kudal, Sindhdurg","District","District"
17507,105,"IND","India",21,"Maharashtra",335,"Solapur","","Sholapur","District","District"
17508,105,"IND","India",21,"Maharashtra",336,"Thane","","Thana","District","District"
17509,105,"IND","India",21,"Maharashtra",337,"Wardha","","","District","District"
17510,105,"IND","India",21,"Maharashtra",338,"Washim","","","District","District"
17511,105,"IND","India",21,"Maharashtra",339,"Yavatmal","","Yeotmal","District","District"
17512,105,"IND","India",22,"Manipur",340,"Bishnupur","","Bishenpur|Sishnupur","District","District"
17513,105,"IND","India",22,"Manipur",341,"Chandel","","Tengnoupal","District","District"
17514,105,"IND","India",22,"Manipur",342,"Churachandpur","","Manipur South|Churchandpur","District","District"
17515,105,"IND","India",22,"Manipur",343,"East Imphal","","","District","District"
17516,105,"IND","India",22,"Manipur",344,"Senapati","","","District","District"
17517,105,"IND","India",22,"Manipur",345,"Tamenglong","","Manipur West","District","District"
17518,105,"IND","India",22,"Manipur",346,"Thoubal","","","District","District"
17519,105,"IND","India",22,"Manipur",347,"Ukhrul","","Manipur East, Ukhurul","District","District"
17520,105,"IND","India",22,"Manipur",348,"West Imphal","","","District","District"
17521,105,"IND","India",23,"Meghalaya",349,"East Garo Hills","","","District","District"
17522,105,"IND","India",23,"Meghalaya",350,"East Khasi Hills","","","District","District"
17523,105,"IND","India",23,"Meghalaya",351,"Jaintia Hills","","","District","District"
17524,105,"IND","India",23,"Meghalaya",352,"Ri-Bhoi","","","District","District"
17525,105,"IND","India",23,"Meghalaya",353,"South Garo Hills","","","District","District"
17526,105,"IND","India",23,"Meghalaya",354,"West Garo Hills","","","District","District"
17527,105,"IND","India",23,"Meghalaya",355,"West Khasi Hills","","","District","District"
17528,105,"IND","India",24,"Mizoram",356,"Aizawl","","Aizawal","District","District"
17529,105,"IND","India",24,"Mizoram",357,"Champhai","","","District","District"
17530,105,"IND","India",24,"Mizoram",358,"Kolasib","","Aizawal","District","District"
17531,105,"IND","India",24,"Mizoram",359,"Lawngtlai","","","District","District"
17532,105,"IND","India",24,"Mizoram",360,"Lunglei","","","District","District"
17533,105,"IND","India",24,"Mizoram",361,"Mamit","","","District","District"
17534,105,"IND","India",24,"Mizoram",362,"Saiha","","Chhimtuipui","District","District"
17535,105,"IND","India",24,"Mizoram",363,"Serchhip","","","District","District"
17536,105,"IND","India",25,"Nagaland",364,"Dimapur","","","District","District"
17537,105,"IND","India",25,"Nagaland",365,"Kohima","","","District","District"
17538,105,"IND","India",25,"Nagaland",366,"Mokokchung","","Mokochung","District","District"
17539,105,"IND","India",25,"Nagaland",367,"Mon","","","District","District"
17540,105,"IND","India",25,"Nagaland",368,"Phek","","Pheka","District","District"
17541,105,"IND","India",25,"Nagaland",369,"Tuensang","","Tuenasang","District","District"
17542,105,"IND","India",25,"Nagaland",370,"Wokha","","","District","District"
17543,105,"IND","India",25,"Nagaland",371,"Zunheboto","","Zanheboto|Zonheboto","District","District"
17544,105,"IND","India",26,"Orissa",372,"Angul","","","District","District"
17545,105,"IND","India",26,"Orissa",373,"Baleshwar","","Balasore, Baleswar","District","District"
17546,105,"IND","India",26,"Orissa",374,"Baragarh","","","District","District"
17547,105,"IND","India",26,"Orissa",375,"Bhadrak","","","District","District"
17548,105,"IND","India",26,"Orissa",376,"Bolangir","","Balangir","District","District"
17549,105,"IND","India",26,"Orissa",377,"Boudh","","","District","District"
17550,105,"IND","India",26,"Orissa",378,"Cuttack","","","District","District"
17551,105,"IND","India",26,"Orissa",379,"Deogarh","","Debagarh","District","District"
17552,105,"IND","India",26,"Orissa",380,"Dhenkanal","","","District","District"
17553,105,"IND","India",26,"Orissa",381,"Gajapati","","","District","District"
17554,105,"IND","India",26,"Orissa",382,"Ganjam","","","District","District"
17555,105,"IND","India",26,"Orissa",383,"Jagatsinghpur","","","District","District"
17556,105,"IND","India",26,"Orissa",384,"Jajpur","","","District","District"
17557,105,"IND","India",26,"Orissa",385,"Jharsuguda","","","District","District"
17558,105,"IND","India",26,"Orissa",386,"Kalahandi","","","District","District"
17559,105,"IND","India",26,"Orissa",387,"Kandhamal","","Phulabani","District","District"
17560,105,"IND","India",26,"Orissa",388,"Kendrapara","","","District","District"
17561,105,"IND","India",26,"Orissa",389,"Keonjhar","","Kendujhar","District","District"
17562,105,"IND","India",26,"Orissa",390,"Khordha","","","District","District"
17563,105,"IND","India",26,"Orissa",391,"Koraput","","","District","District"
17564,105,"IND","India",26,"Orissa",392,"Malkangiri","","","District","District"
17565,105,"IND","India",26,"Orissa",393,"Mayurbhanj","","","District","District"
17566,105,"IND","India",26,"Orissa",394,"Nabarangpur","","","District","District"
17567,105,"IND","India",26,"Orissa",395,"Nayagarh","","","District","District"
17568,105,"IND","India",26,"Orissa",396,"Nuapada","","","District","District"
17569,105,"IND","India",26,"Orissa",397,"Puri","","","District","District"
17570,105,"IND","India",26,"Orissa",398,"Rayagada","","","District","District"
17571,105,"IND","India",26,"Orissa",399,"Sambalpur","","","District","District"
17572,105,"IND","India",26,"Orissa",400,"Sonepur","","Balangir","District","District"
17573,105,"IND","India",26,"Orissa",401,"Sundargarh","","Sundagarh|Bonai","District","District"
17574,105,"IND","India",27,"Puducherry",402,"Karaikal","","Karaikkal|Karikal","District","District"
17575,105,"IND","India",27,"Puducherry",403,"Mahe","","","District","District"
17576,105,"IND","India",27,"Puducherry",404,"Puducherry","","Pondicherry|Puduchcheri|Pondichéry","District","District"
17577,105,"IND","India",27,"Puducherry",405,"Yanam","","Yanaon","District","District"
17578,105,"IND","India",28,"Punjab",406,"Amritsar","","","District","District"
17579,105,"IND","India",28,"Punjab",407,"Bathinda","","Bhatinda","District","District"
17580,105,"IND","India",28,"Punjab",408,"Faridkot","","Fridkot","District","District"
17581,105,"IND","India",28,"Punjab",409,"Fatehgarh Sahib","","","District","District"
17582,105,"IND","India",28,"Punjab",410,"Firozpur","","Ferojpur, Firozepur, Ferozepore, Feruzpur","District","District"
17583,105,"IND","India",28,"Punjab",411,"Gurdaspur","","Guardaspur","District","District"
17584,105,"IND","India",28,"Punjab",412,"Hoshiarpur","","","District","District"
17585,105,"IND","India",28,"Punjab",413,"Jalandhar","","Jullundur","District","District"
17586,105,"IND","India",28,"Punjab",414,"Kapurthala","","","District","District"
17587,105,"IND","India",28,"Punjab",415,"Ludhiana","","","District","District"
17588,105,"IND","India",28,"Punjab",416,"Mansa","","","District","District"
17589,105,"IND","India",28,"Punjab",417,"Moga","","","District","District"
17590,105,"IND","India",28,"Punjab",418,"Muktsar","","","District","District"
17591,105,"IND","India",28,"Punjab",419,"Nawan Shehar","","","District","District"
17592,105,"IND","India",28,"Punjab",420,"Patiala","","","District","District"
17593,105,"IND","India",28,"Punjab",421,"Rupnagar","","Ropar, Roop Nagar, Rupar","District","District"
17594,105,"IND","India",28,"Punjab",422,"Sangrur","","Sangroor","District","District"
17595,105,"IND","India",29,"Rajasthan",423,"Ajmer","","","District","District"
17596,105,"IND","India",29,"Rajasthan",424,"Alwar","","","District","District"
17597,105,"IND","India",29,"Rajasthan",425,"Banswara","","","District","District"
17598,105,"IND","India",29,"Rajasthan",426,"Baran","","","District","District"
17599,105,"IND","India",29,"Rajasthan",427,"Barmer","","","District","District"
17600,105,"IND","India",29,"Rajasthan",428,"Bharatpur","","","District","District"
17601,105,"IND","India",29,"Rajasthan",429,"Bhilwara","","Bhilavara","District","District"
17602,105,"IND","India",29,"Rajasthan",430,"Bikaner","","","District","District"
17603,105,"IND","India",29,"Rajasthan",431,"Bundi","","","District","District"
17604,105,"IND","India",29,"Rajasthan",432,"Chittaurgarh","","","District","District"
17605,105,"IND","India",29,"Rajasthan",433,"Churu","","","District","District"
17606,105,"IND","India",29,"Rajasthan",434,"Dausa","","","District","District"
17607,105,"IND","India",29,"Rajasthan",435,"Dhaulpur","","","District","District"
17608,105,"IND","India",29,"Rajasthan",436,"Dungarpur","","","District","District"
17609,105,"IND","India",29,"Rajasthan",437,"Ganganagar","","Sri Ganganagar","District","District"
17610,105,"IND","India",29,"Rajasthan",438,"Hanumangarh","","","District","District"
17611,105,"IND","India",29,"Rajasthan",439,"Jaipur","","Jeipur","District","District"
17612,105,"IND","India",29,"Rajasthan",440,"Jaisalmer","","","District","District"
17613,105,"IND","India",29,"Rajasthan",441,"Jalor","","","District","District"
17614,105,"IND","India",29,"Rajasthan",442,"Jhalawar","","","District","District"
17615,105,"IND","India",29,"Rajasthan",443,"Jhunjhunun","","Jhunjhunu","District","District"
17616,105,"IND","India",29,"Rajasthan",444,"Jodhpur","","","District","District"
17617,105,"IND","India",29,"Rajasthan",445,"Karauli","","","District","District"
17618,105,"IND","India",29,"Rajasthan",446,"Kota","","Kotah","District","District"
17619,105,"IND","India",29,"Rajasthan",447,"Nagaur","","","District","District"
17620,105,"IND","India",29,"Rajasthan",448,"Pali","","","District","District"
17621,105,"IND","India",29,"Rajasthan",449,"Rajsamand","","","District","District"
17622,105,"IND","India",29,"Rajasthan",450,"Sawai Madhopur","","","District","District"
17623,105,"IND","India",29,"Rajasthan",451,"Sikar","","","District","District"
17624,105,"IND","India",29,"Rajasthan",452,"Sirohi","","","District","District"
17625,105,"IND","India",29,"Rajasthan",453,"Tonk","","","District","District"
17626,105,"IND","India",29,"Rajasthan",454,"Udaipur","","","District","District"
17627,105,"IND","India",30,"Sikkim",455,"East","","","District","District"
17628,105,"IND","India",30,"Sikkim",456,"North Sikkim","","North District","District","District"
17629,105,"IND","India",30,"Sikkim",457,"South Sikkim","","South District","District","District"
17630,105,"IND","India",30,"Sikkim",458,"West Sikkim","","West District","District","District"
17631,105,"IND","India",31,"Tamil Nadu",459,"Ariyalur","","","District","District"
17632,105,"IND","India",31,"Tamil Nadu",460,"Chennai","","Madras","District","District"
17633,105,"IND","India",31,"Tamil Nadu",461,"Coimbatore","","","District","District"
17634,105,"IND","India",31,"Tamil Nadu",462,"Cuddalore","","","District","District"
17635,105,"IND","India",31,"Tamil Nadu",463,"Dharmapuri","","Dharampuri","District","District"
17636,105,"IND","India",31,"Tamil Nadu",464,"Dindigul","","Anna","District","District"
17637,105,"IND","India",31,"Tamil Nadu",465,"Erode","","Periyar","District","District"
17638,105,"IND","India",31,"Tamil Nadu",466,"Kancheepuram","","","District","District"
17639,105,"IND","India",31,"Tamil Nadu",467,"Kanniyakumari","","","District","District"
17640,105,"IND","India",31,"Tamil Nadu",468,"Karur","","","District","District"
17641,105,"IND","India",31,"Tamil Nadu",469,"Madurai","","Madura, Mathurai","District","District"
17642,105,"IND","India",31,"Tamil Nadu",470,"Nagapattinam","","","District","District"
17643,105,"IND","India",31,"Tamil Nadu",471,"Namakkal","","","District","District"
17644,105,"IND","India",31,"Tamil Nadu",472,"Nilgiris","","Nilgiri","District","District"
17645,105,"IND","India",31,"Tamil Nadu",473,"Perambalur","","","District","District"
17646,105,"IND","India",31,"Tamil Nadu",474,"Pudukkottai","","Pudukottai","District","District"
17647,105,"IND","India",31,"Tamil Nadu",475,"Ramanathapuram","","Ramananthapuram, Rameswaram, Ramnad","District","District"
17648,105,"IND","India",31,"Tamil Nadu",476,"Salem","","","District","District"
17649,105,"IND","India",31,"Tamil Nadu",477,"Sivaganga","","Pasumpon Muthuramalinga","District","District"
17650,105,"IND","India",31,"Tamil Nadu",478,"Thanjavur","","Tanjore","District","District"
17651,105,"IND","India",31,"Tamil Nadu",479,"Theni","","","District","District"
17652,105,"IND","India",31,"Tamil Nadu",480,"Thiruvallur","","","District","District"
17653,105,"IND","India",31,"Tamil Nadu",481,"Thiruvarur","","","District","District"
17654,105,"IND","India",31,"Tamil Nadu",482,"Thoothukudi","","Chidambaranar","District","District"
17655,105,"IND","India",31,"Tamil Nadu",483,"Tiruchchirappalli","","","District","District"
17656,105,"IND","India",31,"Tamil Nadu",484,"Tirunelveli Kattabo","","","District","District"
17657,105,"IND","India",31,"Tamil Nadu",485,"Tiruvannamalai","","","District","District"
17658,105,"IND","India",31,"Tamil Nadu",486,"Vellore","","North Arcot","District","District"
17659,105,"IND","India",31,"Tamil Nadu",487,"Villupuram","","","District","District"
17660,105,"IND","India",31,"Tamil Nadu",488,"Virudhunagar","","Kamarajar","District","District"
17661,105,"IND","India",32,"Tripura",489,"Dhalai","","","District","District"
17662,105,"IND","India",32,"Tripura",490,"North Tripura","","","District","District"
17663,105,"IND","India",32,"Tripura",491,"South Tripura","","","District","District"
17664,105,"IND","India",32,"Tripura",492,"West Tripura","","","District","District"
17665,105,"IND","India",33,"Uttar Pradesh",493,"Agra","","","District","District"
17666,105,"IND","India",33,"Uttar Pradesh",494,"Aligarh","","","District","District"
17667,105,"IND","India",33,"Uttar Pradesh",495,"Allahabad","","","District","District"
17668,105,"IND","India",33,"Uttar Pradesh",496,"Ambedkar Nagar","","","District","District"
17669,105,"IND","India",33,"Uttar Pradesh",497,"Auraiya","","","District","District"
17670,105,"IND","India",33,"Uttar Pradesh",498,"Azamgarh","","","District","District"
17671,105,"IND","India",33,"Uttar Pradesh",499,"Badaun","","","District","District"
17672,105,"IND","India",33,"Uttar Pradesh",500,"Baghpat","","","District","District"
17673,105,"IND","India",33,"Uttar Pradesh",501,"Bahraich","","","District","District"
17674,105,"IND","India",33,"Uttar Pradesh",502,"Ballia","","Balia","District","District"
17675,105,"IND","India",33,"Uttar Pradesh",503,"Balrampur","","","District","District"
17676,105,"IND","India",33,"Uttar Pradesh",504,"Banda","","","District","District"
17677,105,"IND","India",33,"Uttar Pradesh",505,"Bara Banki","","","District","District"
17678,105,"IND","India",33,"Uttar Pradesh",506,"Bareilly","","Bareilley","District","District"
17679,105,"IND","India",33,"Uttar Pradesh",507,"Basti","","","District","District"
17680,105,"IND","India",33,"Uttar Pradesh",508,"Bijnor","","Bijnar|Bijnore","District","District"
17681,105,"IND","India",33,"Uttar Pradesh",509,"Bulandshahr","","Bulandshahar, Buland Sahar","District","District"
17682,105,"IND","India",33,"Uttar Pradesh",510,"Chandauli","","","District","District"
17683,105,"IND","India",33,"Uttar Pradesh",511,"Chitrakoot","","","District","District"
17684,105,"IND","India",33,"Uttar Pradesh",512,"Deoria","","","District","District"
17685,105,"IND","India",33,"Uttar Pradesh",513,"Etah","","","District","District"
17686,105,"IND","India",33,"Uttar Pradesh",514,"Etawah","","","District","District"
17687,105,"IND","India",33,"Uttar Pradesh",515,"Faizabad","","Fyzabad","District","District"
17688,105,"IND","India",33,"Uttar Pradesh",516,"Farrukhabad","","Farrukahabad, Ferrukhabad","District","District"
17689,105,"IND","India",33,"Uttar Pradesh",517,"Fatehpur","","","District","District"
17690,105,"IND","India",33,"Uttar Pradesh",518,"Firozabad","","","District","District"
17691,105,"IND","India",33,"Uttar Pradesh",519,"Gautam Buddha Nagar","","","District","District"
17692,105,"IND","India",33,"Uttar Pradesh",520,"Ghaziabad","","","District","District"
17693,105,"IND","India",33,"Uttar Pradesh",521,"Ghazipur","","Gajipur","District","District"
17694,105,"IND","India",33,"Uttar Pradesh",522,"Gonda","","","District","District"
17695,105,"IND","India",33,"Uttar Pradesh",523,"Gorakhpur","","Goruckpur","District","District"
17696,105,"IND","India",33,"Uttar Pradesh",524,"Hamirpur","","","District","District"
17697,105,"IND","India",33,"Uttar Pradesh",525,"Hardoi","","","District","District"
17698,105,"IND","India",33,"Uttar Pradesh",526,"Hathras","","","District","District"
17699,105,"IND","India",33,"Uttar Pradesh",527,"Jalaun","","","District","District"
17700,105,"IND","India",33,"Uttar Pradesh",528,"Jaunpur","","Jaupur","District","District"
17701,105,"IND","India",33,"Uttar Pradesh",529,"Jhansi","","","District","District"
17702,105,"IND","India",33,"Uttar Pradesh",530,"Jyotiba Phule Nagar","","","District","District"
17703,105,"IND","India",33,"Uttar Pradesh",531,"Kannauj","","","District","District"
17704,105,"IND","India",33,"Uttar Pradesh",532,"Kanpur Dehat","","Kanpur Rural","District","District"
17705,105,"IND","India",33,"Uttar Pradesh",533,"Kanpur","","Kanpur Nagar","District","District"
17706,105,"IND","India",33,"Uttar Pradesh",534,"Kaushambi","","","District","District"
17707,105,"IND","India",33,"Uttar Pradesh",535,"Kushinagar","","","District","District"
17708,105,"IND","India",33,"Uttar Pradesh",536,"Lakhimpur Kheri","","Kheri","District","District"
17709,105,"IND","India",33,"Uttar Pradesh",537,"Lalitpur","","","District","District"
17710,105,"IND","India",33,"Uttar Pradesh",538,"Lucknow","","","District","District"
17711,105,"IND","India",33,"Uttar Pradesh",539,"Maharajganj","","","District","District"
17712,105,"IND","India",33,"Uttar Pradesh",540,"Mahoba","","","District","District"
17713,105,"IND","India",33,"Uttar Pradesh",541,"Mainpuri","","","District","District"
17714,105,"IND","India",33,"Uttar Pradesh",542,"Mathura","","Muttra","District","District"
17715,105,"IND","India",33,"Uttar Pradesh",543,"Mau","","","District","District"
17716,105,"IND","India",33,"Uttar Pradesh",544,"Meerut","","","District","District"
17717,105,"IND","India",33,"Uttar Pradesh",545,"Mirzapur","","","District","District"
17718,105,"IND","India",33,"Uttar Pradesh",546,"Moradabad","","","District","District"
17719,105,"IND","India",33,"Uttar Pradesh",547,"Muzaffarnagar","","","District","District"
17720,105,"IND","India",33,"Uttar Pradesh",548,"Pilibhit","","","District","District"
17721,105,"IND","India",33,"Uttar Pradesh",549,"Pratapgarh","","Bela cum Pratapgarh, Partabgarh, Partapgarh","District","District"
17722,105,"IND","India",33,"Uttar Pradesh",550,"Rae Bareli","","Rai Bareli, Rai Bareilly","District","District"
17723,105,"IND","India",33,"Uttar Pradesh",551,"Rampur","","","District","District"
17724,105,"IND","India",33,"Uttar Pradesh",552,"Saharanpur","","","District","District"
17725,105,"IND","India",33,"Uttar Pradesh",553,"Sant Kabir Nagar","","","District","District"
17726,105,"IND","India",33,"Uttar Pradesh",554,"Sant Ravi Das Nagar","","","District","District"
17727,105,"IND","India",33,"Uttar Pradesh",555,"Shahjahanpur","","Shahajahanpur","District","District"
17728,105,"IND","India",33,"Uttar Pradesh",556,"Shravasti","","","District","District"
17729,105,"IND","India",33,"Uttar Pradesh",557,"Siddharth Nagar","","Sidharthnagar","District","District"
17730,105,"IND","India",33,"Uttar Pradesh",558,"Sitapur","","","District","District"
17731,105,"IND","India",33,"Uttar Pradesh",559,"Sonbhadra","","Sonebhadra","District","District"
17732,105,"IND","India",33,"Uttar Pradesh",560,"Sultanpur","","","District","District"
17733,105,"IND","India",33,"Uttar Pradesh",561,"Unnao","","Unnao Nagar, Unao","District","District"
17734,105,"IND","India",33,"Uttar Pradesh",562,"Varanasi","","Benares","District","District"
17735,105,"IND","India",34,"Uttaranchal",563,"Almora","","","District","District"
17736,105,"IND","India",34,"Uttaranchal",564,"Bageshwar","","","District","District"
17737,105,"IND","India",34,"Uttaranchal",565,"Chamoli","","Chamoli cum Gopeshwar","District","District"
17738,105,"IND","India",34,"Uttaranchal",566,"Champawat","","","District","District"
17739,105,"IND","India",34,"Uttaranchal",567,"Dehra Dun","","","District","District"
17740,105,"IND","India",34,"Uttaranchal",568,"Haridwar","","Hardwar","District","District"
17741,105,"IND","India",34,"Uttaranchal",569,"Naini Tal","","","District","District"
17742,105,"IND","India",34,"Uttaranchal",570,"Pauri Garhwal","","Garhwal","District","District"
17743,105,"IND","India",34,"Uttaranchal",571,"Pithoragarh","","","District","District"
17744,105,"IND","India",34,"Uttaranchal",572,"Rudra Prayag","","","District","District"
17745,105,"IND","India",34,"Uttaranchal",573,"Tehri Garhwal","","Tehri|Narendranagar|Tehri Garwal","District","District"
17746,105,"IND","India",34,"Uttaranchal",574,"Udham Singh Nagar","","","District","District"
17747,105,"IND","India",34,"Uttaranchal",575,"Uttarkashi","","","District","District"
17748,105,"IND","India",35,"West Bengal",576,"Bankura","","","District","District"
17749,105,"IND","India",35,"West Bengal",577,"Barddhaman","","","District","District"
17750,105,"IND","India",35,"West Bengal",578,"Birbhum","","","District","District"
17751,105,"IND","India",35,"West Bengal",579,"Dakshin Dinajpur","","Dinajpur(South)","District","District"
17752,105,"IND","India",35,"West Bengal",580,"Darjiling","","","District","District"
17753,105,"IND","India",35,"West Bengal",581,"East Midnapore","","Purba Medinipur","District","District"
17754,105,"IND","India",35,"West Bengal",582,"Haora","","","District","District"
17755,105,"IND","India",35,"West Bengal",583,"Hugli","","","District","District"
17756,105,"IND","India",35,"West Bengal",584,"Jalpaiguri","","","District","District"
17757,105,"IND","India",35,"West Bengal",585,"Kochbihar","","","District","District"
17758,105,"IND","India",35,"West Bengal",586,"Kolkata","","Calcutta","District","District"
17759,105,"IND","India",35,"West Bengal",587,"Maldah","","","District","District"
17760,105,"IND","India",35,"West Bengal",588,"Murshidabad","","","District","District"
17761,105,"IND","India",35,"West Bengal",589,"Nadia","","","District","District"
17762,105,"IND","India",35,"West Bengal",590,"North 24 Parganas","","","District","District"
17763,105,"IND","India",35,"West Bengal",591,"Puruliya","","","District","District"
17764,105,"IND","India",35,"West Bengal",592,"South 24 Parganas","","","District","District"
17765,105,"IND","India",35,"West Bengal",593,"Uttar Dinajpur","","","District","District"
17766,105,"IND","India",35,"West Bengal",594,"West Midnapore","","Paschim Medinipur","District","District"
